CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13276.0,63,2,590.9300000000001,2,Low Value
13277.0,15,4,258.4,2,Low Value
13278.0,40,1,542.73,2,Low Value
13279.0,77,1,137.75,2,Low Value
13280.0,121,3,814.86,2,At Risk
13282.0,17,3,1132.14,2,Low Value
13283.0,59,2,93.66,2,Low Value
13284.0,330,1,201.19,1,At Risk
13285.0,22,4,2709.12,0,Low Value
13291.0,155,1,361.11,1,At Risk
13292.0,38,2,578.94,2,Low Value
13294.0,189,2,873.74,1,At Risk
13295.0,359,1,201.2,1,At Risk
13296.0,136,1,87.4,2,At Risk
13297.0,7,4,2089.85,0,Low Value
13298.0,0,1,360.0,2,Low Value
13299.0,267,1,142.5,1,At Risk
13300.0,168,1,371.89,1,At Risk
13301.0,103,4,618.09,2,At Risk
13302.0,154,1,63.75,1,At Risk
13304.0,350,1,300.42,1,At Risk
13305.0,3,10,2000.86,0,High Value
13307.0,119,1,15.0,2,At Risk
13308.0,22,3,1385.51,2,Low Value
13309.0,6,5,1456.79,0,Low Value
13310.0,27,3,1132.03,2,Low Value
13311.0,3,2,598.57,2,Low Value
13313.0,21,5,1555.3200000000002,0,Low Value
13314.0,1,3,775.94,2,Low Value
13316.0,36,4,5977.73,0,Low Value
13317.0,65,6,2273.68,0,High Value
13318.0,0,3,640.76,2,Low Value
13320.0,77,4,1548.7,2,Low Value
13321.0,71,2,567.36,2,Low Value
13322.0,16,1,199.48,2,Low Value
13323.0,2,5,787.85,2,Low Value
13324.0,35,10,7121.95,3,High Value
13325.0,81,1,675.3,2,Low Value
13327.0,38,8,3627.77,0,High Value
13328.0,315,1,1308.48,1,At Risk
13329.0,31,2,789.0,2,Low Value
13330.0,92,3,1140.93,2,Low Value
13332.0,13,1,350.90000000000003,2,Low Value
13334.0,81,3,3536.82,0,Low Value
13336.0,76,1,795.12,2,Low Value
13338.0,157,1,487.02,1,At Risk
13339.0,200,1,860.12,1,At Risk
13340.0,44,7,10736.48,3,High Value
13341.0,260,1,775.85,1,At Risk
13343.0,177,1,353.43,1,At Risk
13344.0,67,3,2543.7200000000003,2,Low Value
13345.0,287,1,389.5,1,At Risk
13347.0,69,1,341.36,2,Low Value
13348.0,63,1,233.76,2,Low Value
13349.0,10,1,247.32,2,Low Value
13350.0,15,2,979.12,2,Low Value
13351.0,65,1,373.94,2,Low Value
13352.0,59,1,397.98,2,Low Value
13354.0,70,1,743.53,2,Low Value
13355.0,121,1,674.7,2,At Risk
13356.0,79,1,768.24,2,Low Value
13357.0,256,1,609.95,1,At Risk
13358.0,268,1,439.03,1,At Risk
13359.0,63,1,439.56,2,Low Value
13362.0,8,4,3090.74,0,Low Value
13363.0,17,2,992.5,2,Low Value
13364.0,70,1,134.96,2,Low Value
13365.0,33,2,2225.37,2,Low Value
13366.0,49,1,56.16,2,Low Value
13368.0,256,2,623.4,1,At Risk
13369.0,365,1,308.28000000000003,1,At Risk
13370.0,371,1,754.87,1,At Risk
13372.0,89,1,378.64,2,Low Value
13373.0,60,3,3312.25,0,Low Value
13375.0,88,1,778.65,2,Low Value
13376.0,98,3,1019.76,2,Low Value
13379.0,25,3,572.56,2,Low Value
13381.0,31,6,3639.31,0,High Value
13382.0,280,1,222.99,1,At Risk
13384.0,30,7,4151.93,0,High Value
13385.0,329,1,534.57,1,At Risk
13388.0,130,2,677.1,2,At Risk
13389.0,10,3,797.96,2,Low Value
13390.0,74,1,544.08,2,Low Value
13391.0,203,1,59.8,1,At Risk
13394.0,1,8,2520.02,0,High Value
13395.0,184,1,307.72,1,At Risk
13396.0,28,2,1360.99,2,Low Value
13397.0,72,5,1544.13,0,Low Value
13398.0,191,1,457.34,1,At Risk
13402.0,126,2,621.23,2,At Risk
13403.0,17,1,75.0,2,Low Value
13404.0,0,2,252.49,2,Low Value
13405.0,73,3,572.451,2,Low Value
13410.0,23,5,1003.06,2,Low Value
13411.0,106,1,213.55,2,At Risk
13414.0,133,3,1390.5,2,At Risk
13416.0,43,2,712.5,2,Low Value
13417.0,4,2,640.83,2,Low Value
13418.0,11,18,6127.43,3,High Value
13419.0,63,1,221.06,2,Low Value
13420.0,149,2,159.85,2,At Risk
13421.0,39,2,1851.08,2,Low Value
13422.0,63,1,2626.3,2,Low Value
13425.0,107,3,1624.21,2,At Risk
13426.0,0,10,3641.32,0,High Value
13427.0,18,3,582.6,2,Low Value
13428.0,9,1,218.47,2,Low Value
13429.0,10,4,1006.8,2,Low Value
13430.0,18,2,679.45,2,Low Value
13431.0,66,2,1269.1,2,Low Value
13434.0,73,2,534.24,2,Low Value
13435.0,4,7,3809.89,0,High Value
13436.0,1,1,196.89,2,Low Value
13437.0,13,7,3408.06,0,High Value
13439.0,254,1,283.71,1,At Risk
13441.0,91,1,296.64,2,Low Value
13447.0,22,3,1129.14,2,Low Value
13448.0,16,6,3539.3700000000003,0,High Value
13449.0,23,1,291.88,2,Low Value
13450.0,26,6,2043.72,0,High Value
13451.0,25,5,2976.15,0,Low Value
13452.0,258,2,590.0,1,At Risk
13453.0,165,2,356.98,1,At Risk
13455.0,24,2,1058.34,2,Low Value
13456.0,17,6,1766.72,0,High Value
13458.0,6,14,9646.57,3,High Value
13460.0,28,2,183.44,2,Low Value
13461.0,38,3,1445.0,2,Low Value
13462.0,252,1,151.5,1,At Risk
13464.0,57,1,674.68,2,Low Value
13466.0,183,1,307.90000000000003,1,At Risk
13467.0,10,2,1083.71,2,Low Value
13470.0,98,2,165.0,2,Low Value
13471.0,0,4,2531.58,0,Low Value
13473.0,60,2,422.64,2,Low Value
13474.0,235,1,229.59,1,At Risk
13475.0,190,4,1431.78,1,At Risk
13476.0,178,2,1238.47,1,At Risk
13477.0,37,6,1454.58,0,High Value
13479.0,200,2,300.95,1,At Risk
13481.0,45,5,1804.56,0,Low Value
13482.0,231,1,184.64,1,At Risk
13483.0,65,1,140.34,2,Low Value
13484.0,240,1,313.8,1,At Risk
13485.0,232,1,454.24,1,At Risk
13486.0,77,3,1122.41,2,Low Value
13487.0,57,3,575.4,2,Low Value
13488.0,16,13,8968.31,3,High Value
13489.0,104,4,449.52,2,At Risk
13491.0,51,10,1215.82,0,High Value
13492.0,135,3,1269.84,2,At Risk
13493.0,274,2,618.63,1,At Risk
13494.0,311,1,316.26000000000005,1,At Risk
13495.0,7,5,2044.87,0,Low Value
13496.0,10,2,653.33,2,Low Value
13497.0,282,2,348.05,1,At Risk
13499.0,17,5,1159.11,2,Low Value
13500.0,22,3,1166.77,2,Low Value
13501.0,287,1,1340.32,1,At Risk
13502.0,16,3,292.0,2,Low Value
13503.0,70,1,216.85,2,Low Value
13504.0,63,1,295.93,2,Low Value
13505.0,72,4,4393.63,0,Low Value
13506.0,315,2,458.52,1,At Risk
13507.0,2,4,2479.16,0,Low Value
13508.0,243,1,110.97,1,At Risk
13509.0,8,7,979.72,0,Loyal
13510.0,0,4,1791.56,2,Low Value
13512.0,260,1,251.21,1,At Risk
13513.0,126,1,205.1,2,At Risk
13514.0,73,1,152.20000000000002,2,Low Value
13515.0,72,4,891.12,2,Low Value
13516.0,20,3,1389.41,2,Low Value
13517.0,59,3,2128.42,2,Low Value
13518.0,85,1,659.44,2,Low Value
13519.0,77,1,122.75,2,Low Value
13520.0,58,6,3624.35,0,High Value
13521.0,0,3,1093.65,2,Low Value
13522.0,29,1,125.8,2,Low Value
13523.0,32,5,3964.88,0,Low Value
13524.0,40,5,680.1800000000001,2,Low Value
13525.0,14,2,628.78,2,Low Value
13527.0,33,7,2287.51,0,High Value
13529.0,78,2,307.76,2,Low Value
13531.0,204,2,483.8,1,At Risk
13532.0,33,1,210.31,2,Low Value
13533.0,182,3,270.79,1,At Risk
13536.0,0,7,3448.29,0,High Value
13538.0,42,7,1280.85,0,High Value
13539.0,85,3,631.34,2,Low Value
13544.0,39,2,291.41,2,Low Value
13546.0,11,3,626.99,2,Low Value
13548.0,95,2,682.41,2,Low Value
13549.0,25,7,918.2,0,Loyal
13551.0,318,1,91.8,1,At Risk
13552.0,65,12,3740.07,0,High Value
13555.0,73,4,4149.28,0,Low Value
13557.0,27,2,584.0600000000001,2,Low Value
13558.0,5,4,605.06,2,Low Value
13560.0,6,1,174.37,2,Low Value
13561.0,215,1,141.86,1,At Risk
13562.0,81,3,1799.3300000000002,2,Low Value
13563.0,83,2,777.53,2,Low Value
13564.0,143,3,1749.02,2,At Risk
13565.0,18,2,240.22,2,Low Value
13566.0,40,2,874.71,2,Low Value
13568.0,172,1,192.85,1,At Risk
13569.0,16,2,373.75,2,Low Value
13570.0,242,1,239.49,1,At Risk
13571.0,12,12,2092.32,0,High Value
13572.0,205,1,1384.25,1,At Risk
13573.0,49,2,294.40000000000003,2,Low Value
13575.0,22,5,732.07,2,Low Value
13576.0,9,18,6717.34,3,High Value
13577.0,24,4,1687.6,2,Low Value
13579.0,14,2,467.04,2,Low Value
13581.0,308,1,118.0,1,At Risk
13583.0,155,1,781.03,1,At Risk
13584.0,306,1,142.4,1,At Risk
13587.0,63,1,712.4,2,Low Value
13588.0,15,9,2478.95,0,High Value
13589.0,14,2,379.65,2,Low Value
13590.0,10,6,1981.92,0,High Value
13591.0,64,3,1117.13,2,Low Value
13592.0,35,4,247.96,2,Low Value
13593.0,107,5,2037.08,0,At Risk
13594.0,52,1,396.97,2,Low Value
13596.0,5,2,697.04,2,Low Value
13598.0,46,1,180.17,2,Low Value
13599.0,0,21,5153.67,3,High Value
13600.0,311,1,219.52,1,At Risk
13601.0,44,2,693.32,2,Low Value
13602.0,64,1,428.89,2,Low Value
13603.0,25,1,164.34,2,Low Value
13606.0,28,3,280.54,2,Low Value
13607.0,39,1,678.01,2,Low Value
13610.0,11,7,1131.88,0,High Value
13611.0,88,3,1171.8,2,Low Value
13614.0,23,4,1610.46,2,Low Value
13615.0,318,1,417.69,1,At Risk
13617.0,39,3,544.18,2,Low Value
13618.0,173,1,177.34,1,At Risk
13621.0,116,1,213.85,2,At Risk
13623.0,30,5,747.78,2,Low Value
13626.0,252,1,257.23,1,At Risk
13627.0,58,5,1638.47,0,Low Value
13629.0,22,11,7792.36,3,High Value
13630.0,4,7,2031.78,0,High Value
13631.0,99,11,3070.42,0,High Value
13632.0,24,5,2121.27,0,Low Value
13634.0,32,5,1575.16,0,Low Value
13635.0,67,1,1071.03,2,Low Value
13636.0,36,5,949.12,2,Low Value
13637.0,51,3,810.5,2,Low Value
13638.0,15,1,122.64,2,Low Value
13639.0,73,1,1033.34,2,Low Value
13642.0,215,1,354.8,1,At Risk
13643.0,30,3,519.44,2,Low Value
13644.0,15,4,2624.26,0,Low Value
13645.0,119,1,252.1,2,At Risk
13647.0,9,4,1678.12,2,Low Value
13649.0,256,2,346.6,1,At Risk
13650.0,16,6,1836.34,0,High Value
13651.0,34,2,94.2,2,Low Value
13652.0,45,3,1095.08,2,Low Value
13654.0,42,6,2707.33,0,High Value
13655.0,113,2,932.97,2,At Risk
13656.0,164,2,379.65,1,At Risk
13657.0,10,2,382.14,2,Low Value
13658.0,9,5,2639.17,0,Low Value
13659.0,205,2,1573.2,1,At Risk
13662.0,85,3,897.76,2,Low Value
13663.0,178,1,189.47,1,At Risk
13666.0,59,3,84.65,2,Low Value
13667.0,148,1,305.02,2,At Risk
13668.0,2,21,6363.59,3,High Value
13669.0,50,2,218.55,2,Low Value
13670.0,74,1,349.7,2,Low Value
13672.0,300,2,186.39,1,At Risk
13673.0,18,2,396.92,2,Low Value
13675.0,150,2,486.8200000000001,2,At Risk
13678.0,151,1,232.6,1,At Risk
13680.0,0,4,3722.42,0,Low Value
13681.0,17,4,827.83,2,Low Value
13682.0,186,1,59.5,1,At Risk
13684.0,285,1,67.23,1,At Risk
13685.0,2,7,3119.44,0,High Value
13686.0,182,1,72.0,1,At Risk
13689.0,62,1,910.0,2,Low Value
13690.0,58,1,172.25,2,Low Value
13692.0,24,3,1488.32,2,Low Value
13695.0,30,15,2504.13,0,High Value
13697.0,38,1,151.3,2,Low Value
13699.0,154,1,308.58000000000004,1,At Risk
13700.0,25,10,2265.12,0,High Value
13703.0,317,1,99.5,1,At Risk
13704.0,4,9,2308.06,0,High Value
13705.0,7,3,711.86,2,Low Value
13706.0,302,1,330.79,1,At Risk
13707.0,266,2,806.41,1,At Risk
13708.0,270,1,296.88,1,At Risk
13709.0,3,13,6328.05,3,High Value
13710.0,31,1,180.48,2,Low Value
13711.0,218,2,252.06,1,At Risk
13712.0,246,1,228.84,1,At Risk
13715.0,280,5,1079.34,1,At Risk
13716.0,268,1,138.28,1,At Risk
13717.0,31,6,1445.01,0,High Value
13718.0,245,2,306.55,1,At Risk
13719.0,14,5,1041.68,2,Low Value
13720.0,116,4,799.9,2,At Risk
13721.0,35,1,524.14,2,Low Value
13722.0,131,3,2375.41,2,At Risk
13723.0,216,1,199.85,1,At Risk
13725.0,49,8,1980.56,0,High Value
13726.0,38,2,1079.66,2,Low Value
13727.0,28,2,333.48,2,Low Value
13728.0,36,6,1016.14,0,High Value
13730.0,135,2,752.6,2,At Risk
13731.0,218,2,610.59,1,At Risk
13732.0,27,1,491.86,2,Low Value
13735.0,24,4,2885.24,0,Low Value
13736.0,4,2,731.9,2,Low Value
13737.0,199,1,339.6,1,At Risk
13739.0,17,1,216.9,2,Low Value
13740.0,240,1,350.75,1,At Risk
13741.0,71,3,668.4300000000001,2,Low Value
13742.0,16,12,3131.02,0,High Value
13743.0,2,7,1341.6,0,High Value
13744.0,94,2,1156.36,2,Low Value
13745.0,161,1,300.04,1,At Risk
13747.0,373,1,79.6,1,At Risk
13748.0,95,5,948.25,2,Low Value
13750.0,53,5,1647.26,0,Low Value
13751.0,287,1,296.25,1,At Risk
13752.0,123,6,1186.28,0,High Value
13753.0,287,1,741.26,1,At Risk
13754.0,151,2,282.6,1,At Risk
13755.0,3,9,2161.35,0,High Value
13756.0,1,14,5189.52,3,High Value
13758.0,11,7,3190.55,0,High Value
13759.0,32,2,659.4100000000001,2,Low Value
13760.0,53,2,286.79,2,Low Value
13761.0,49,2,1070.65,2,Low Value
13762.0,218,1,306.72,1,At Risk
13763.0,62,1,1714.96,2,Low Value
13764.0,70,3,1521.76,2,Low Value
13769.0,1,10,2796.51,0,High Value
13771.0,63,4,2634.45,0,Low Value
13772.0,33,3,1132.13,2,Low Value
13774.0,81,1,345.0,2,Low Value
13778.0,102,1,178.7,2,At Risk
13780.0,6,2,360.01,2,Low Value
13781.0,250,1,127.84,1,At Risk
13782.0,12,6,912.0,0,Loyal
13784.0,9,11,2462.79,0,High Value
13786.0,366,1,230.4,1,At Risk
13787.0,75,2,309.04,2,Low Value
13790.0,3,1,348.79999999999995,2,Low Value
13791.0,127,2,1516.0,2,At Risk
13792.0,65,2,195.55,2,Low Value
13799.0,116,2,688.86,2,At Risk
13800.0,309,1,558.32,1,At Risk
13801.0,66,1,324.8,2,Low Value
13802.0,138,3,4599.42,0,At Risk
13803.0,254,1,277.07,1,At Risk
13804.0,30,7,2635.79,0,High Value
13805.0,51,2,924.6,2,Low Value
13806.0,63,1,256.38,2,Low Value
13807.0,366,1,112.6,1,At Risk
13808.0,5,5,1747.66,0,Low Value
13809.0,304,1,155.05,1,At Risk
13810.0,28,3,1499.01,2,Low Value
13811.0,183,3,814.5,1,At Risk
13812.0,41,3,539.0,2,Low Value
13813.0,39,4,1366.86,2,Low Value
13814.0,91,2,1579.12,2,Low Value
13815.0,21,4,4027.36,0,Low Value
13816.0,23,2,571.6700000000001,2,Low Value
13817.0,28,2,382.98,2,Low Value
13819.0,301,3,1140.35,1,At Risk
13821.0,144,2,385.64,2,At Risk
13822.0,5,2,632.0,2,Low Value
13823.0,18,2,957.66,2,Low Value
13824.0,32,5,1698.94,0,Low Value
13826.0,175,1,189.5,1,At Risk
13827.0,57,3,412.05,2,Low Value
13828.0,21,1,209.49,2,Low Value
13831.0,15,6,2202.99,0,High Value
13832.0,18,1,52.2,2,Low Value
13833.0,158,1,384.8,1,At Risk
13835.0,24,4,834.57,2,Low Value
13837.0,211,2,271.24,1,At Risk
13838.0,5,4,691.73,2,Low Value
13841.0,252,1,85.0,1,At Risk
13842.0,58,9,3385.62,0,High Value
13844.0,10,1,361.62,2,Low Value
13845.0,64,1,312.98,2,Low Value
13846.0,24,3,865.0600000000001,2,Low Value
13848.0,91,3,1255.0,2,Low Value
13849.0,51,2,1537.95,2,Low Value
13850.0,128,1,1595.48,2,At Risk
13851.0,95,3,2651.46,2,Low Value
13853.0,56,1,1090.14,2,Low Value
13856.0,168,3,388.5,1,At Risk
13858.0,56,1,216.17,2,Low Value
13859.0,325,1,201.16,1,At Risk
13860.0,0,5,1245.9,0,Low Value
13862.0,17,8,2209.36,0,High Value
13863.0,247,1,305.78,1,At Risk
13865.0,57,4,501.56,2,Low Value
13866.0,73,1,145.67,2,Low Value
13867.0,30,3,1015.29,2,Low Value
13868.0,6,2,3192.54,2,Low Value
13869.0,122,4,3104.9500000000003,0,At Risk
13870.0,1,8,2770.94,0,High Value
13871.0,22,13,6403.25,3,High Value
13873.0,119,3,389.6,2,At Risk
13874.0,357,1,540.45,1,At Risk
13875.0,53,5,1786.79,0,Low Value
13876.0,63,1,122.7,2,Low Value
13877.0,85,1,117.24,2,Low Value
13878.0,54,1,1281.53,2,Low Value
13880.0,20,13,3219.77,0,High Value
13881.0,3,20,17159.52,3,High Value
13882.0,2,5,1191.13,2,Low Value
13883.0,10,5,2674.48,0,Low Value
13884.0,6,5,787.6,2,Low Value
13885.0,188,2,506.8,1,At Risk
13886.0,70,1,243.56,2,Low Value
13887.0,203,1,349.55,1,At Risk
13888.0,119,2,605.63,2,At Risk
13889.0,92,1,416.9,2,Low Value
13890.0,0,10,1883.81,0,High Value
13892.0,26,4,632.97,2,Low Value
13893.0,297,1,821.1,1,At Risk
13894.0,23,3,564.62,2,Low Value
13895.0,27,4,2593.07,0,Low Value
13897.0,49,1,311.16,2,Low Value
13898.0,325,1,155.93,1,At Risk
13899.0,15,2,388.52,2,Low Value
13900.0,182,3,740.95,1,At Risk
13901.0,71,5,2867.2000000000003,0,Low Value
13904.0,36,2,332.64,2,Low Value
13908.0,79,4,2369.55,0,Low Value
13911.0,56,9,2580.91,0,High Value
13914.0,11,2,626.45,2,Low Value
13917.0,49,2,272.04,2,Low Value
13918.0,49,2,1212.84,2,Low Value
13919.0,58,2,384.81,2,Low Value
13922.0,351,1,172.25,1,At Risk
13923.0,53,1,351.13,2,Low Value
13924.0,1,6,1838.85,0,High Value
13925.0,92,4,678.25,2,Low Value
13926.0,22,1,223.85,2,Low Value
13927.0,74,1,348.99,2,Low Value
13928.0,10,4,464.57,2,Low Value
13929.0,168,2,842.65,1,At Risk
13930.0,57,2,337.34,2,Low Value
13931.0,95,2,1237.53,2,Low Value
13932.0,294,1,307.4,1,At Risk
13933.0,108,2,608.79,2,At Risk
13934.0,263,1,922.1,1,At Risk
13936.0,179,1,376.58,1,At Risk
13937.0,168,1,158.85,1,At Risk
13938.0,34,1,71.66,2,Low Value
13939.0,22,3,568.55,2,Low Value
13940.0,16,4,839.14,2,Low Value
13941.0,21,5,5112.96,0,Low Value
13946.0,78,3,561.57,2,Low Value
13947.0,64,1,90.6,2,Low Value
13948.0,360,1,102.0,1,At Risk
13949.0,2,6,2427.32,0,High Value
13950.0,10,4,745.0600000000001,2,Low Value
13951.0,175,3,674.45,1,At Risk
13952.0,217,2,3251.071,1,At Risk
13953.0,6,7,3515.68,0,High Value
13954.0,1,2,439.92,2,Low Value
13955.0,153,2,322.96,1,At Risk
13956.0,4,5,1026.42,2,Low Value
13959.0,78,3,598.2,2,Low Value
13960.0,20,2,230.22,2,Low Value
13962.0,21,2,169.54999999999998,2,Low Value
13963.0,307,4,664.54,1,At Risk
13967.0,145,1,80.7,2,At Risk
13969.0,6,18,9053.94,3,High Value
13971.0,18,8,2758.26,0,High Value
13972.0,70,2,190.25,2,Low Value
13973.0,286,1,264.7,1,At Risk
13974.0,48,1,413.59,2,Low Value
13975.0,30,6,2526.28,0,High Value
13976.0,206,1,357.98,1,At Risk
13978.0,14,2,196.79,2,Low Value
13979.0,72,1,869.87,2,Low Value
13980.0,59,1,200.14,2,Low Value
13982.0,38,4,1871.81,2,Low Value
13983.0,29,12,2603.43,0,High Value
13984.0,26,5,920.51,2,Low Value
13985.0,3,15,7060.13,3,High Value
13986.0,16,1,320.46,2,Low Value
13988.0,19,6,4147.96,0,High Value
13989.0,65,2,1266.08,2,Low Value
13990.0,212,1,311.3,1,At Risk
13991.0,11,6,855.97,0,Loyal
13992.0,29,1,76.8,2,Low Value
13993.0,42,9,3466.36,0,High Value
13994.0,3,6,2313.14,0,High Value
13995.0,14,5,1393.69,0,Low Value
13999.0,9,12,3901.81,0,High Value
14000.0,210,1,635.66,1,At Risk
14001.0,45,3,2043.08,2,Low Value
14002.0,133,2,529.73,2,At Risk
14004.0,42,7,4582.64,0,High Value
14005.0,9,5,2874.72,0,Low Value
14006.0,115,3,962.19,2,At Risk
14009.0,197,2,695.61,1,At Risk
14012.0,277,1,328.8,1,At Risk
14013.0,109,3,473.02,2,At Risk
14014.0,76,1,505.18,2,Low Value
14015.0,52,1,917.34,2,Low Value
14016.0,161,4,4341.21,0,At Risk
14019.0,46,3,1421.61,2,Low Value
14020.0,16,2,642.8,2,Low Value
14021.0,154,3,631.9,2,At Risk
14022.0,224,1,440.0,1,At Risk
14023.0,6,2,584.07,2,Low Value
14024.0,121,2,327.7,2,At Risk
14027.0,60,1,104.82,2,Low Value
14029.0,62,2,467.66,2,Low Value
14030.0,17,8,2360.09,0,High Value
14031.0,6,19,17286.86,3,High Value
14032.0,1,11,2975.59,0,High Value
14034.0,21,3,651.8199999999999,2,Low Value
14035.0,28,5,1428.02,0,Low Value
14036.0,284,1,626.65,1,At Risk
14037.0,175,2,147.20000000000002,1,At Risk
14038.0,77,3,1560.38,2,Low Value
14039.0,32,1,152.2,2,Low Value
14040.0,40,12,3614.92,0,High Value
14041.0,265,1,141.41,1,At Risk
14044.0,26,4,652.82,2,Low Value
14045.0,108,4,1659.75,2,At Risk
14046.0,283,1,154.99,1,At Risk
14047.0,8,5,1308.61,0,Low Value
14048.0,304,1,409.93,1,At Risk
14049.0,16,4,5681.72,0,Low Value
14050.0,31,2,746.36,2,Low Value
14051.0,0,23,15610.39,3,High Value
14052.0,19,1,225.36,2,Low Value
14053.0,123,2,260.25,2,At Risk
14054.0,64,1,92.46,2,Low Value
14055.0,105,1,725.6400000000001,2,At Risk
14056.0,0,23,8214.65,3,High Value
14057.0,23,17,6217.96,3,High Value
14059.0,266,1,183.6,1,At Risk
14060.0,4,19,6140.42,3,High Value
14062.0,9,12,10464.85,3,High Value
14064.0,28,5,1353.74,0,Low Value
14066.0,266,1,152.55,1,At Risk
14067.0,63,2,374.7,2,Low Value
14068.0,319,1,265.85,1,At Risk
14071.0,3,8,1438.82,0,High Value
14073.0,31,1,151.04,2,Low Value
14075.0,4,3,942.26,2,Low Value
14076.0,128,1,122.47,2,At Risk
14077.0,40,5,499.42,2,Low Value
14078.0,101,6,1049.37,0,High Value
14079.0,124,1,375.1,2,At Risk
14080.0,32,1,45.6,2,Low Value
14081.0,301,2,934.52,1,At Risk
14082.0,364,1,182.25,1,At Risk
14083.0,3,9,1018.43,0,High Value
14085.0,1,18,4448.54,3,High Value
14087.0,2,1,194.42,2,Low Value
14089.0,56,1,161.0,2,Low Value
14090.0,324,1,76.32000000000001,1,At Risk
14092.0,7,14,4076.91,3,High Value
14093.0,11,1,442.85,2,Low Value
14098.0,36,1,147.35,2,Low Value
14099.0,15,11,3104.17,0,High Value
14100.0,137,1,194.9,2,At Risk
14101.0,73,6,5976.79,0,High Value
14102.0,4,5,1360.28,0,Low Value
14104.0,154,2,216.21,1,At Risk
14105.0,238,1,1266.23,1,At Risk
14107.0,51,7,2703.23,0,High Value
14108.0,30,2,597.91,2,Low Value
14109.0,72,1,144.2,2,Low Value
14110.0,3,12,5683.15,3,High Value
14111.0,13,4,692.85,2,Low Value
14112.0,22,7,2915.15,0,High Value
14113.0,3,4,1840.42,2,Low Value
14114.0,273,2,386.53,1,At Risk
14116.0,19,5,1382.74,0,Low Value
14117.0,143,1,90.0,2,At Risk
14121.0,3,4,2780.15,0,Low Value
14124.0,83,1,419.58,2,Low Value
14125.0,10,3,2740.43,0,Low Value
14126.0,7,3,706.1300000000001,2,Low Value
14127.0,122,3,709.71,2,At Risk
14128.0,60,2,637.5,2,Low Value
14129.0,1,5,1123.86,2,Low Value
14130.0,318,1,483.86,1,At Risk
14132.0,1,11,3586.03,0,High Value
14133.0,129,3,605.64,2,At Risk
14135.0,1,15,4690.31,3,High Value
14138.0,1,2,982.38,2,Low Value
14139.0,45,1,415.82,2,Low Value
14140.0,3,2,935.05,2,Low Value
14141.0,2,4,915.13,2,Low Value
14142.0,372,1,311.81,1,At Risk
14143.0,133,1,115.8,2,At Risk
14145.0,46,4,3742.2,0,Low Value
14146.0,8,5,4191.0,0,Low Value
14147.0,77,2,483.4,2,Low Value
14148.0,233,1,157.2,1,At Risk
14149.0,220,1,446.62,1,At Risk
14150.0,35,2,658.64,2,Low Value
14152.0,74,2,621.29,2,Low Value
14154.0,238,2,1345.62,1,At Risk
14155.0,265,1,118.75,1,At Risk
14157.0,19,2,432.88,2,Low Value
14158.0,39,1,507.66,2,Low Value
14159.0,19,11,4693.01,0,High Value
14161.0,215,3,1110.52,1,At Risk
14162.0,173,2,289.36,1,At Risk
14163.0,86,4,2445.91,0,Low Value
14164.0,70,2,1631.77,2,Low Value
14165.0,275,1,122.54,1,At Risk
14167.0,38,4,574.84,2,Low Value
14171.0,97,1,363.79,2,Low Value
14173.0,10,4,450.84,2,Low Value
14174.0,32,1,134.46,2,Low Value
14175.0,59,3,3222.3,0,Low Value
14176.0,296,4,576.9000000000001,1,At Risk
14177.0,85,4,559.41,2,Low Value
14178.0,8,7,1620.93,0,High Value
14179.0,40,2,719.78,2,Low Value
14184.0,66,1,452.89,2,Low Value
14185.0,330,1,197.65,1,At Risk
14188.0,30,6,2054.36,0,High Value
14189.0,1,15,4654.08,3,High Value
14191.0,1,13,4684.76,3,High Value
14193.0,67,2,853.39,2,Low Value
14194.0,4,21,11349.52,3,High Value
14195.0,201,2,1012.0,1,At Risk
14196.0,106,1,335.52,2,At Risk
14198.0,17,4,701.4,2,Low Value
14199.0,217,1,185.4,1,At Risk
14201.0,59,7,747.44,0,Loyal
14204.0,1,1,161.03,2,Low Value
14205.0,16,2,466.7,2,Low Value
14206.0,238,1,328.16,1,At Risk
14208.0,94,1,151.74,2,Low Value
14209.0,10,6,2073.43,0,High Value
14210.0,105,6,1905.84,0,High Value
14211.0,52,9,2241.1,0,High Value
14212.0,89,1,1070.48,2,Low Value
14214.0,30,5,1004.38,2,Low Value
14215.0,11,6,1789.72,0,High Value
14216.0,2,4,1839.3,2,Low Value
14217.0,1,17,2004.98,0,High Value
14218.0,42,1,169.48000000000002,2,Low Value
14219.0,3,1,89.94,2,Low Value
14220.0,246,2,632.4000000000001,1,At Risk
14221.0,41,9,3432.8,0,High Value
14222.0,176,1,683.17,1,At Risk
14223.0,91,3,991.13,2,Low Value
14224.0,109,4,1050.12,2,At Risk
14226.0,28,5,2232.19,0,Low Value
14227.0,25,10,3350.96,0,High Value
14229.0,51,3,1547.2,2,Low Value
14231.0,183,3,925.71,1,At Risk
14232.0,42,5,2048.07,0,Low Value
14233.0,48,4,1462.72,2,Low Value
14234.0,21,4,775.46,2,Low Value
14235.0,74,5,3144.86,0,Low Value
14236.0,80,2,490.86,2,Low Value
14237.0,372,1,161.0,1,At Risk
14238.0,325,1,146.85,1,At Risk
14239.0,42,11,2380.85,0,High Value
14240.0,29,2,890.34,2,Low Value
14241.0,183,1,213.7,1,At Risk
